spcd;common_name;genus;species
6352;limoncillo;Calyptranthes;krugii
405;shellbark hickory;Carya;laciniosa
857;belah;Casuarina;lepidophloia
6437;gagu,australian pine;Casuarina;litorea
6439;Haitian catalpa;Catalpa;longissima
6345;calophyllum;Calophyllum;
6347;calotropis;Calotropis;
6353;Luquillo forest lidflower;Calyptranthes;luquillensis
6381;Olasina;Psydrax;merrillii
6399;fish tail palm;Caryota;mitis
424;Chinese chestnut;Castanea;mollissima
406;nutmeg hickory;Carya;myristiciformis
6377;Canarium;Canarium;
6342;tamanu;Calophyllum;neo-ebudicum
7487;bois bande;Jacquinia;berteroi
7483;jacaranda;Jacaranda;
7491;Barbados nut;Jatropha;curcas
7492;wild oilnut;Jatropha;hernandiifolia
7482;black poui;Jacaranda;mimosifolia
7493;coralbush;Jatropha;multifida
7494;nettlespurge;Jatropha;
7490;chirriador;Jacquinia;umbellata
61;Ashe juniper;Juniperus;ashei
604;southern California black walnut;Juglans;californica
62;California juniper;Juniperus;californica
601;butternut;Juglans;cinerea
59;redberry juniper;Juniperus;coahuilensis
63;alligator juniper;Juniperus;deppeana
60;Drooping juniper;Juniperus;flaccida
600;walnut ;Juglans;
603;northern California black walnut;Juglans;hindsii
7495;West Indian walnut;Juglans;jamaicensis
606;Arizona walnut;Juglans;major
605;Texas walnut;Juglans;microcarpa
69;oneseed juniper;Juniperus;monosperma
602;black walnut;Juglans;nigra
57;redcedar/juniper ;Juniperus;
64;western juniper;Juniperus;occidentalis
7666;kohle;Manilkara;hoshinoi
6877;Niihau delissea;Delissea;niihauensis
65;Utah juniper;Juniperus;osteosperma
58;Pinchot juniper;Juniperus;pinchotii
66;Rocky Mountain juniper;Juniperus;scopulorum
68;eastern redcedar;Juniperus;virginiana
67;southern redcedar;Juniperus;virginiana
7497;ketoguit;Kayea;pacifica
7499;Khaya anthotheca;Khaya;anthotheca
7501;Senegal mahogany;Khaya;senegalensis
7503;Kigelia africana;Kigelia;africana
7506;guest tree;Kleinhovia;hospita
7509;Molokai treecotton;Kokia;cookei
7510;Hawaii treecotton;Kokia;drynarioides
7511;Kauai treecotton;Kokia;kauaiensis
7513;treecotton;Kokia;
7512;Wailupe Valley treecotton;Kokia;lanceolata
7508;Koanophyllon polyodon;Koanophyllon;polyodon
7514;leadwood;Krugiodendron;ferreum
7516;burgan;Kunzea;ericoides
7517;Kunzea;Kunzea;
7523;labordia;Labordia;
7539;Langsat;Lansium;domesticum
7518;summit labordia;Labordia;fagraeoidea
7519;bog labordia;Labordia;hedyosmifolia
7520;mountain labordia;Labordia;hirtella
8703;popona;Syzygium;richii
7532;crapemyrtle;Lagerstroemia;indica
7550;henna;Lawsonia;inermis
7521;Waianae Range labordia;Labordia;kaalae
71;tamarack (native);Larix;laricina
7543;bluelatan;Latania;loddigesii
72;subalpine larch;Larix;lyallii
8480;Rollinia;Rollinia;deliciosa
8490;Roystonea elata;Roystonea;elata
8483;cordobancillo;Rondeletia;inermis
8481;wild sugar apple;Rollinia;mucosa
902;New Mexico locust;Robinia;neomexicana
8491;royal palm;Roystonea;oleracea
8484;cordobancillo peludo;Rondeletia;pilosa
8485;Juan Tomas;Rondeletia;portoricensis
901;black locust;Robinia;pseudoacacia
8478;Rochefortia spinosa;Rochefortia;spinosa
909;royal palm ;Roystonea;
927;white willow;Salix;alba
931;sassafras;Sassafras;albidum
921;peachleaf willow;Salix;amygdaloides
923;Bebb willow;Salix;bebbiana
924;Bonpland willow;Salix;bonplandiana
8494;Puerto Rico palmetto;Sabal;causiarum
925;coastal plain willow;Salix;caroliniana
8556;guayabilla;Samyda;dodecandra
8516;coastal sandalwood;Santalum;ellipticum
8517;forest sandalwood;Santalum;freycinetianum
8533;gumtree;Sapium;glandulosum
8521;Haleakala sandalwood;Santalum;haleakalae
8501;Salix humboldtiana;Salix;humboldtiana
8503;etkeam, cheskeam;Samadera;indica
8534;maskerekur;Sapium;indicum
8515;santol, kechapi;Sandoricum;koetjape
8535;hinchahuevos;Sapium;laurifolium
8536;milktree;Sapium;laurocerasus
920;willow ;Salix;
8506;raintree;Samanea;
8510;raintree;Sambucus;
911;Mexican palmetto;Sabal;mexicana
922;black willow;Salix;nigra
8706;ohia ha;Syzygium;sandwicense
8509;common elderberry;Sambucus;nigra
912;cabbage palmetto;Sabal;palmetto
8544;uunu;Sarcopygme;pacifica
8522;mountain sandalwood;Santalum;paniculatum
8531;soapberry;Sapindus;
926;balsam willow;Salix;pyrifolia
8505;raintree;Samanea;saman
8529;wingleaf soapberry;Sapindus;saponaria
8525;willowleaf sandalwood;Santalum;salicifolium
919;western soapberry;Sapindus;saponaria
928;Scouler's willow;Salix;scouleriana
929;weeping willow;Salix;sepulcralis
8546;amansa guapo;Savia;sessiliflora
8499;white hogwood;Sagraea;umbrosa
8532;vitiensis;Sapindus;vitiensis
888;octopus tree, schefflera;Schefflera;actinophylla
8552;naupaka;Scaevola;
8571;arana;Schoepfia;arenaria
8548;Scaevola, naupaka;Scaevola;cerasifolia
6370;ilang-ilang;Cananga;odorata
407;shagbark hickory;Carya;ovata
412;red hickory;Carya;ovalis
6395;papaya;Carica;papaya
410;sand hickory;Carya;pallida
6354;pale lidflower;Calyptranthes;pallens
6343;chesemolech;Calophyllum;pelewense
6355;Puerto Rico lidflower;Calyptranthes;portoricensis
6346;roostertree;Calotropis;procera
6319;pride-of-Barbados;Caesalpinia;pulcherrima
422;Allegheny chinkapin;Castanea;pumila
423;Ozark chinkapin;Castanea;pumila
6397;scorpionbush;Carmona;retusa
6360;Puerto Rico manac;Calyptronoma;rivalis
6396;papaya;Carica;
6398;scorpionbush;Carmona;
400;hickory ;Carya;
6400;Caryota;Caryota;
6320;sappanwood;Caesalpinia;sappan
6408;Casearia;Casearia;
6420;kassod tree;Cassia;siamea
8704;nonu vao;Syzygium;samarangense
6356;limoncillo de monte;Calyptranthes;sintenisii
6344;olebtaches, chesemolech;Calophyllum;soulattri
452;northern catalpa;Catalpa;speciosa
420;chestnut ;Castanea;
6325;Surinamese stickpea;Calliandra;surinamensis
855;sheoak ;Casuarina;
6410;crackopen;Casearia;sylvestris
450;catalpa ;Catalpa;
408;black hickory;Carya;texana
6358;Thomas' lidflower;Calyptranthes;thomasiana
6401;fishtail palm;Caryota;urens
6378;maali;Canarium;vitiense
6380;wild cinnamon;Canella;winteriana
6425;marbletree;Cassine;xylocarpa
6359;myrtle of the river;Calyptranthes;zuzygium
6447;pochote;Ceiba;acuminata
6448;pochote;Ceiba;aesculifolia
6473;orange jessamine;Cestrum;aurantiacum
8705;fena vao;Syzygium;samoense
8708;syzygium;Syzygium;
471;eastern redbud;Cercis;canadensis
6444;pumpwood;Cecropia;
6459;chuti;Cerbera;dilatata
6474;day jessamine;Cestrum;diurnum
6468;lady of the night cactus;Cereus;hexagonus
6469;Cereus hildmannianus;Cereus;hildmannianus
461;sugarberry;Celtis;laevigata
6475;galen del monte;Cestrum;laurifolium
463;netleaf hackberry;Celtis;laevigata
475;curlleaf mountain-mahogany;Cercocarpus;ledifolius
460;hackberry ;Celtis;
6461;leva;Cerbera;manghas
7522;Wahiawa Mountain labordia;Labordia;lydgatei
73;western larch;Larix;occidentalis
7541;nino de cota;Laplacea;portoricensis
7530;cuero de rana;Laetia;procera
988;white-mangrove;Laguncularia;racemosa
70;larch ;Larix;
6552;quinine;Cinchona;pubescens
8073;menne;Pandanus;menne
7533;pride of India;Lagerstroemia;speciosa
7524;paleflower labordia;Labordia;tinifolia
7528;Lanai labordia;Labordia;triflora
7529;Nevada peavine;Labordia;waiolani
7564;Leucaena insularum;Leucaena;insularum
6492;Herbsts sandmat;Chamaesyce;herbstii
7552;Krug's roughleaf;Leandra;krugiana
7565;white leadtree;Leucaena;leucocephala
7558;large-leaf yellow teatree;Leptospermum;morrisonii
7559;common teatree;Leptospermum;petersonii
7560;common teatree;Leptospermum;polygalifolim
7562;teatree;Leptospermum;
869;Great leucaene;Leucaena;pulverulenta
7556;pitahaya;Leptocereus;quadricostatus
7561;broom teatree;Leptospermum;scoparium
7566;leadtree;Leucaena;
7574;Amur privet;Ligustrum;amurense
7569;Maria laurel;Licaria;brittoniana
7588;fountain palm;Livistona;chinensis
7583;Lychee;Litchi;chinensis
631;tanoak;Lithocarpus;densiflorus
7576;privet;Ligustrum;
7570;Puerto Rico cinnamon;Licaria;parvifolia
7586;papaono;Litsea;samoensis
7575;Chinese privet;Ligustrum;sinense
611;sweetgum;Liquidambar;styraciflua
7726;leiohiiaka;Melicope;elliptica
7573;pepperleaf sweetwood;Licaria;triandra
7587;Litsea;Litsea;
621;yellow-poplar;Liriodendron;tulipifera
7595;vinegartree;Lophostemon;confertus
7590;geno geno;Lonchocarpus;domingensis
7591;geno;Lonchocarpus;glaucifolius
7592;broadleaf lancepod;Lonchocarpus;heptaphyllus
7606;Lunania ekmanii;Lunania;ekmanii
7602;bakauaine, nana;Lumnitzera;littorea
7604;lunania;Lunania;
7598;Egg Fruit / Canistel;Lucuma;nervosa
7600;luehea;Luehea;speciosa
884;false tamarind;Lysiloma;latisiliquum
7608;St. Thomas staggerbush;Lyonia;rubiginosa
651;cucumbertree;Magnolia;acuminata
7652;mammee apple;Mammea;americana
662;southern crab apple;Malus;angustifolia
7688;Matayba apetala;Matayba;apetala
7662;bulletwood;Manilkara;bidentata
7663;Surinam bulletwood;Manilkara;bidentata
7618;bedel;Macaranga;carolinensis
7616;Macadamia;Macadamia;
7623;macaranga;Macaranga;
7679;bkau, apgau;Maranthes;corymbosa
8635;nightshade;Solanum;
7643;Singapore holly;Malpighia;coccigera
8549;naupaka kuahiwi;Scaevola;chamissoniana
8554;Florida boxwood;Schaefferia;frutescens
8550;mountain naupaka;Scaevola;gaudichaudiana
8557;yuquilla;Schefflera;gleasonii
8555;schaefferia;Schaefferia;
8577;kuat;Scyphiphora;hydrophyllacea
8561;Peruvian peppertree;Schinus;molle
8558;matchwood;Schefflera;morototonii
8572;white beefwood;Schoepfia;obovata
8567;lac tree;Schleichera;oleosa
8565;Brazilian firetree;Schizolobium;parahybum
8551;forest naupaka;Scaevola;procera
8559;samoensis;Schefflera;samoensis
8573;gulf graytwig;Schoepfia;schreberi
8560;Toitoi;Scaevola;taccada
8563;Brazilian peppertree;Schinus;terebinthifolius
8588;emperor's candlesticks;Senna;alata
7728;Haupa Mountain melicope;Melicope;haupuensis
7729;mokihana kukae moa;Melicope;hawaiensis
8589;flor de San Jose;Senna;atomaria
8583;poumuli;Securinega;flexuosa
8590;Gaudichauds senna;Senna;gaudichaudii
8631;earleaf nightshade;Solanum;mauritianum
7756;alani wai;Melicope;waialealae
212;giant sequoia;Sequoiadendron;giganteum
8605;vegetable hummingbird;Sesbania;grandiflora
8601;ukall;Serianthes;kanehirae
8591;false sicklepod;Senna;multijuga
8603;hayun lago, trongkon guafi;Serianthes;nelsonii
8598;senna;Senna;
8592;valamuerto;Senna;pendula
8594;retama prieta;Senna;polyphylla
8607;riverhemp;Sesbania;
8595;senna;Senna;septemtrionalis
211;redwood;Sequoia;sempervirens
8606;Egyptian riverhemp;Sesbania;sesban
8596;Siamese cassia;Senna;siamea
8597;casia amarilla;Senna;spectabilis
8599;Senna sulfurea;Senna;sulfurea
8600;glossy shower;Senna;surattensis
8586;tonget;Semecarpus;venenosa
8611;espejuelo;Sideroxylon;cubense
8610;fanpetals;Sida;
8620;hoja menuda;Siphoneugena;densiflora
8609;yellow llima;Sida;fallax
890;false mastic;Sideroxylon;foetidissimum
6570;samoensis;Citronella;samoensis
6562;matieu;Cinnamomum;sessilifolium
895;paradisetree;Simarouba;glauca
381;chittamwood, gum bumelia;Sideroxylon;lanuginosum
8617;simarouba;Simarouba;
8613;breakbill;Sideroxylon;obovatum
8614;Puerto Rico bully;Sideroxylon;portoricense
891;white bully, willow bustic;Sideroxylon;salicifolium
8619;aceitillo falso;Simarouba;tulae
8623;motillo;Sloanea;amygdalina
8624;bullwood;Sloanea;berteriana
8622;bullwood;Sloanea;
870;Texas sophora;Sophora;affinis
8639;mangrove;Sonneratia;alba
8628;American black nightshade;Solanum;americanum
6477;night jessamine;Cestrum;nocturnum
6441;trumpet tree;Cecropia;obtusifolia
462;hackberry;Celtis;occidentalis
6445;Spanish cedar;Cedrela;odorata
6452;Celtis paniculata;Celtis;paniculata
6449;kapoktree;Ceiba;pentandra
6443;pumpwood;Cecropia;schreberiana
6457;St. John's bread;Ceratonia;siliqua
6478;jessamine;Cestrum;
6472;biut;Ceriops;tagal
6454;almex;Celtis;trinervia
6496;sandmat;Chamaesyce;
40;white-cedar ;Chamaecyparis;
6539;bastard redwood;Chrysophyllum;argenteum
6481;jointed sandmat;Chamaesyce;articulata
6503;papala;Charpentiera;
6482;koko;Chamaesyce;atrococca
6519;hueso;Chionanthus;axilliflorus
6541;star apple;Chrysophyllum;cainito
6483;ekoko;Chamaesyce;celastroides
431;giant chinkapin, golden chinkapin;Chrysolepis;chrysophylla
6520;bridgotree;Chionanthus;compactus
6497;Napali coast papala;Charpentiera;densiflora
6507;Domins club;Cheirodendron;dominii
6521;white rosewood;Chionanthus;domingensis
6513;cheirodendron;Cheirodendron;
8084;screwpine;Pandanus;
6529;african teak;Chlorophora;excelsa
6508;Fauries club;Cheirodendron;fauriei
6509;olapa;Cheirodendron;forbesii
6522;hueso prieto;Chionanthus;holdridgei
6535;icaco coco plum;Chrysobalanus;icaco
6493;kokomalei;Chamaesyce;kuwaleana
41;Port-Orford-cedar;Chamaecyparis;lawsoniana
6523;cabra blanca;Chionanthus;ligustrinus
42;Alaska yellow-cedar;Chamaecyparis;nootkatensis
6517;alaweo;Chenopodium;oahuense
6499;broadleaf papala;Charpentiera;obovata
6542;satinleaf;Chrysophyllum;oliviforme
6494;alpine sandmat;Chamaesyce;olowaluana
6500;Koolau Range papala;Charpentiera;ovata
6543;camito de perro;Chrysophyllum;pauciflorum
6510;lapalapa;Cheirodendron;platyphyllum
6495;Koolau Range sandmat;Chamaesyce;rockii
6526;puntaj jayuya;Chione;seminervis
6532;silk-floss tree;Chorisia;speciosa
43;Atlantic white-cedar;Chamaecyparis;thyoides
6504;Waianae Range papala;Charpentiera;tomentosa
6514;olapalapa;Cheirodendron;trigynum
7727;Haleakala melicope;Melicope;haleakalae
8092;lonlin, lajokorer;Pandanus;obliquus
6528;fatpork;Chione;venosa
6525;vitiensis;Chionanthus;vitiensis
6606;bog clermontia;Clermontia;grandiflora
7757;Monoa melicope;Melicope;wawraeana
6554;cassia;Cinnamomum;aromaticum
6572;Lime (Tipolo);Citrus;aurantifolia
663;sweet crab apple;Malus;coronaria
7695;Caribbean mayten;Maytenus;cymosa
7664;pani;Manilkara;dissecta
7689;negra lora;Matayba;domingensis
7697;Puerto Rico mayten;Maytenus;elongata
7644;Barbados cherry;Malpighia;emarginata
7633;umbrella-tree;Maesopsis;eminii
655;mountain or Fraser magnolia;Magnolia;fraseri
7680;dermarm;Marattia;fraxinea
661;Oregon crab apple;Malus;fusca
7645;palo bronco;Malpighia;fucata
7653;manapau;Mammea;glauca
7660;ceara rubbertree;Manihot;glaziovii
7646;wild crapemyrtle;Malpighia;glabra
650;magnolia ;Magnolia;
7619;Macaranga grayana;Macaranga;grayana
652;southern magnolia;Magnolia;grandiflora
885;mango;Mangifera;indica
7733;Olokele Valley melicope;Melicope;knudsenii
7647;cowhage cherry;Malpighia;infestissima
7614;macadamia nut tree, pengua;Macadamia;integrifolia
664;prairie crab apple;Malus;ioensis
7667;wild dilly;Manilkara;jaimiqui
7698;white cinnamon;Maytenus;laevigata
7648;bastard cherry;Malpighia;linearis
7641;mallotus;Mallotus;
7628;palo de hoz;Machaerium;lunatum
660;apple ;Malus;
654;bigleaf magnolia;Magnolia;macrophylla
7621;pengua;Macaranga;mappa
7657;kanit;Mangifera;minor
7655;Mammea;Mammea;
7659;mango;Mangifera;
7661;manihot;Manihot;
7671;Manilkara;Manilkara;
7682;bastard hogberry;Margaritaria;nobilis
7658;saipan mango;Mangifera;odorata
7654;chopak;Mammea;odorata
715;Maytenus palauica;Maytenus;palauica
7638;Mallotus palauensis;Mallotus;palauensis
7639;kamala tree;Mallotus;philippensis
7669;zapote de costa;Manilkara;pleeana
7751;roundleaf melicope;Melicope;rotundifolia
641;Osage-orange;Maclura;pomifera
7635;Puerto Rico magnolia;Magnolia;portoricensis
7699;ponce mayten;Maytenus;ponceana
7630;Puerto Rico alfilerillo;Machaonia;portoricensis
657;pyramid magnolia;Magnolia;pyramidata
7677;palo de cana;Mappia;racemosa
7684;beruquillo;Marlierea;sintenisii
7636;laurel magnolia;Magnolia;splendens
7625;lau fatu;Macaranga;stipulosa
7626;parasol leaf tree;Macaranga;tanarius
7617;Macadamia Nut;Macadamia;tetraphylla
7627;Macaranga thompsonii;Macaranga;thompsonii
7632;Maclura tinctoria;Maclura;tinctoria
7642;Mallotus tiliifolius;Mallotus;tiliifolius
935;American mountain-ash;Sorbus;americana
936;European mountain-ash;Sorbus;aucuparia
8626;Solanum bahamense;Solanum;bahamense
8641;mamani;Sophora;chrysophylla
937;northern mountain-ash;Sorbus;decora
8627;mullein nightshade;Solanum;donianum
8629;potatotree;Solanum;erianthum
8632;forest nightshade;Solanum;nudum
8642;necklacepod;Sophora;
8633;cakalaka berry;Solanum;polygamum
934;mountain-ash ;Sorbus;
8634;tabacon aspero;Solanum;rugosum
8643;silver bush;Sophora;tomentosa
8636;turkey berry;Solanum;torvum
8645;spathodea;Spathodea;
8644;African tuliptree;Spathodea;campanulata
8649;Spondias dulcis;Spondias;dulcis
8650;yellow mombin;Spondias;mombin
8653;Spondias;Spondias;
8656;titmel;Spondias;pinnata
8652;purple mombin;Spondias;purpurea
8646;Spiraeanthemum samoense;Spiraeanthemum;samoense
8655;ngmui;Stemonurus;ammui
8669;anthropophagorum;Streblus;anthropophagorum
8664;Panama tree;Sterculia;apetala
8665;fanaio;Sterculia;fanaiho
8666;hazel sterculia;Sterculia;foetida
7792;lehua papa;Metrosideros;rugosa
8654;cobana negra;Stahlia;monosperma
8667;Sterculia palauensis;Sterculia;palauensis
8670;Hawaii roughbush;Streblus;pendulinus
8674;palo de jazmin;Styrax;portoricensis
8671;streblus;Streblus;
8676;bay cedar;Suriana;maritima
8678;mahogany;Swietenia;
8679;Honduras mahogany;Swietenia;macrophylla
940;West Indian mahogany;Swietenia;mahagoni
8695;asi;Syzygium;brevifolium
8696;popona;Syzygium;carolinense
8697;asi vai;Syzygium;clusiifolium
896;Java plum;Syzygium;cumini
8699;asi vai;Syzygium;dealatum
8691;Miracle Berry;Synsepalum;dulcificum
8689;turpentine tree;Syncarpia;glomulifera
8700;asi;Syzygium;inophylloides
8701;Syzygium jambos;Syzygium;jambos
8683;nispero cimarron;Symplocos;lanata
8684;Martinique sweetleaf;Symplocos;martinicensis
8702;Malaysian apple;Syzygium;malaccense
8685;aceitunilla;Symplocos;micrantha
8690;turpentine tree;Syncarpia;
8687;chebtui, ebtui;Symplocos;racemosa
6573;key lime;Citrus;xaurantiifolia
6627;Clermontia singuliflora;Clermontia;singuliflora
7758;kipuka piaula;Melicope;zahlbruckneri
6574;sour orange;Citrus;xaurantium
6549;manfern;Cibotium;
6555;Padang cassia;Cinnamomum;burmannii
858;camphortree;Cinnamomum;camphora
6557;ochod;Cinnamomum;carolinense
6565;juniper berry;Citharexylum;caudatum
6546;Chamissos manfern;Cibotium;chamissoi
6559;laurel avispillo;Cinnamomum;elongatum
859;Florida fiddlewood;Citharexylum;fruticosum
6547;hapuu;Cibotium;glaucum
6578;grapefruit, kahet magas;Citrus;grandis
6545;Hawaiian tree fern;Cibotium;heleniae
6579;limon china;Citrus;hystrix
6575;lemon;Citrus;xlimon
6580;kahet, wild orange;Citrus;macroptera
6581;Citrus maxima;Citrus;maxima
6582;Citrus medica;Citrus;medica
6548;hapuu li;Cibotium;menziesii
6583;calamondin, kingkang;Citrus;mitis
6560;avispillo;Cinnamomum;montanum
6553;cinchona;Cinchona;
6563;cinnamon;Cinnamomum;
6576;grapefruit;Citrus;xparadisi
6561;ochod;Cinnamomum;pedatinervium
6584;Citrus reticulata;Citrus;reticulata
6577;sweet orange;Citrus;xsinensis
6567;spiny fiddlewood;Citharexylum;spinosum
6568;fiddlewood;Citharexylum;
6569;threespike fiddlewood;Citharexylum;tristachyum
860;citrus ;Citrus;
6564;cinnamon;Cinnamomum;verum
6631;haggarbush;Clerodendrum;aculeatum
6637;teta prieta;Cleyera;albopunctata
6592;claoxylon;Claoxylon;
6597;oha wai nui;Clermontia;arborescens
6586;koee;Claoxylon;carolinianum
6593;Cleistanthus carolinianus;Cleistanthus;carolinianus
6632;stickbush;Clerodendrum;chinense
6601;Kauai clermontia;Clermontia;clermontioides
6646;cupeillo;Clusia;clusioides
6641;Clidemia cymosa;Clidemia;cymosa
6604;Kohala Mountain clermontia;Clermontia;drepanomorpha
6595;Cleistanthus;Cleistanthus;
6639;jackass breadnut;Clibadium;erosum
6628;clermontia;Clermontia;
6636;glorybower;Clerodendrum;
6605;haha aiakamanu;Clermontia;fauriei
6644;Philippine pigeonwings;Clitoria;fairchildiana
6588;Claoxylon fallax;Claoxylon;fallax
6633;Natal glorybower;Clerodendrum;glabrum
6648;Grundlach's attorney;Clusia;gundlachii
6610;oha kepau;Clermontia;hawaiiensis
6642;soapbush;Clidemia;hirta
6634;turks turbin;Clerodendrum;indicum
6594;Cleistanthus insularis;Cleistanthus;insularis
658;umbrella magnolia;Magnolia;tripetala
7672;udeuid;Manilkara;udoido
7673;nisperillo;Manilkara;valenzuela
653;sweetbay;Magnolia;virginiana
7674;sapodilla;Manilkara;zapota
7798;ivory-nut palm;Metroxylon;amicarum
7719;mokihana;Melicope;anisata
7766;mao;Melochia;aristata
993;chinaberry;Melia;azedarach
7720;Ballous melicope;Melicope;balloui
7721;uahiapele;Melicope;barbigera
7717;Spanish lime;Melicoccus;bijugatus
7704;Medusanthera carolinensis;Medusanthera;carolinensis
7712;Melastoma candidum;Melastoma;candidum
7722;Waianae Range melicope;Melicope;christophersenii
7723;manena;Melicope;cinerea
7724;kukaemoa;Melicope;clusiifolia
7725;piloula;Melicope;cruciata
7706;Medusanthera;Medusanthera;
7763;aguacatillo;Meliosma;herbertii
7730;Monoa melicope;Melicope;hiiakae
7731;Honolulu melicope;Melicope;hosakae
7732;Kaala melicope;Melicope;kaalaensis
7702;Mecranium latifolium;Mecranium;latifolium
7709;melaleuca;Melaleuca;
7716;melia;Melia;
7754;melicope;Melicope;
7767;melochia;Melochia;
7776;fagufagu;Meryta;macrophylla
7782;ohia;Metrosideros;macropus
7734;Kaholuamanu melicope;Melicope;macropus
7735;Makaha Valley melicope;Melicope;makahae
7774;faniok;Merrilliodendron;megacarpum
7736;Molokai melicope;Melicope;molokaiensis
7710;alom;Melanolepis;multiglandulosa
7737;alani;Melicope;mucronulata
7738;Oahu melicope;Melicope;oahuensis
7764;cacaillo;Meliosma;obtusifolia
7739;Makawao melicope;Melicope;obovata
7740;Honokahua melicope;Melicope;orbicularis
7741;Hana melicope;Melicope;ovalis
7742;eggshape melicope;Melicope;ovata
7743;pale melicope;Melicope;pallida
7744;Lihue melicope;Melicope;paniculata
7745;boxfruit alani;Melicope;peduncularis
7783;ohia lehua;Metrosideros;polymorpha
7781;collina;Metrosideros;collina
7746;Kohala Summit melicope;Melicope;pseudoanisata
7747;hairy melicope;Melicope;puberula
992;melaleuca;Melaleuca;quinquenervia
7748;fourangle melicope;Melicope;quadrangularis
7749;kapu melicope;Melicope;radiata
7750;soopini;Melicope;latifolia
8727;Athel tamarisk;Tamarix;aphylla
222;pondcypress;Taxodium;ascendens
8719;Tabernaemontana aurantiaca;Tabernaemontana;aurantiaca
8718;trumpet-tree;Tabebuia;
231;Pacific yew;Taxus;brevifolia
8709;roble amarillo;Tabebuia;chrysantha
8720;milkwood;Tabernaemontana;citrifolia
221;baldcypress;Taxodium;distichum
8710;primavera;Tabebuia;donnell-smithii
232;Florida yew;Taxus;floridana
8712;roble cimarron;Tabebuia;haemantha
8713;white cedar;Tabebuia;heterophylla
897;tamarind;Tamarindus;indica
991;saltcedar;Tamarix;
223;Montezuma baldcypress;Taxodium;mucronatum
8714;pink tabebuia;Tabebuia;pallida
8722;Pulu;Tabernaemontana;pandacaqui
8715;roble de sierra;Tabebuia;rigida
8716;pink trumpet-tree;Tabebuia;rosea
8723;Tabernaemontana rotensis;Tabernaemontana;rotensis
8737;manunu;Tarenna;sambucina
8717;roble colorado;Tabebuia;schumanniana
220;baldcypress ;Taxodium;
230;yew ;Taxus;
8778;stinkingfish;Tetrazygia;angustifolia
8768;masa;Tetragastris;balsamifera
8779;Florida clover ash;Tetrazygia;bicolor
8780;Puerto Rico clover ash;Tetrazygia;biflora
8750;tropical almond;Terminalia;catappa
8749;kehma;Terminalia;carolinensis
8741;chestnutleaf trumpetbush;Tecoma;castanifolia
8751;esemiich, chesemiich;Terminalia;crassipes
8745;tectona;Tectona;
8752;esemiich, chesemiich;Terminalia;edulis
8781;krekre;Tetrazygia;elaeagnoides
8770;Flynnsohe;Tetraplasandra;flynnii
8744;teak;Tectona;grandis
8771;Koolau Rangeohe;Tetraplasandra;gymnocarpa
8772;Hawaii ohe;Tetraplasandra;hawaiensis
8762;saintedwood;Ternstroemia;heptasepala
8754;Ivory Coast almond;Terminalia;ivorensis
8773;ohe ohe;Tetraplasandra;kavaiensis
8755;tropical almond;Terminalia;kaernbachii
8763;palo colorado;Ternstroemia;luquillensis
8756;East Indian almond;Terminalia;myriocarpa
8774;ohe mauka;Tetraplasandra;oahuensis
6629;Haleakala clermontia;Clermontia;tuberculata
6652;attorney;Clusia;
8757;Peruvian almond;Terminalia;oblonga
8764;copey vera;Ternstroemia;peduncularis
8758;malili;Terminalia;richii
8748;tropical almond;Terminalia;
8759;talie;Terminalia;samoensis
8743;yellow trumpetbush;Tecoma;stans
8766;mamey de cura;Ternstroemia;stahlii
8767;el yunque colorado;Ternstroemia;subsessilis
6611;forest clermontia;Clermontia;kakeana
481;yellowwood;Cladrastis;kentukea
6612;Waipio Valley clermontia;Clermontia;kohalae
6596;oha wai nui Clermontia;Clermontia;leptoclada
6613;hillside clermontia;Clermontia;lindseyana
6589;Claoxylon longiracemosum;Claoxylon;longiracemosum
6635;velvetleaf glorybower;Clerodendrum;macrostegium
6590;katteknau, katot;Claoxylon;marianum
6650;cupey de monte;Clusia;minor
6614;Maui clermontia;Clermontia;micrantha
6615;Mauna Loa clermontia;Clermontia;montis-loa
6616;Oahu clermontia;Clermontia;oblongifolia
6620;Wailai Pali clermontia;Clermontia;pallida
6621;smallflower clermontia;Clermontia;parviflora
6622;pele clermontia;Clermontia;peleana
6625;Waioiani clermontia;Clermontia;persicifolia
6626;Hamakua clermontia;Clermontia;pyrularia
6651;Scotch attorney;Clusia;rosea
6591;poola;Claoxylon;sandwicense
6655;treadsoftly;Cnidoscolus;aconitifolius
6653;deepwoods fern;Cnemidaria;horrida
6689;abata cola;Cola;acuminata
6728;Spanish elm;Cordia;alliodora
907;Florida silver palm;Coccothrinax;argentata
6684;Arabian coffee;Coffea;arabica
6693;greenheart;Colubrina;arborescens
6688;Cojoba arborea;Cojoba;arborea
6694;Asian nakedwood;Colubrina;asiatica
6729;Tou;Cordia;aspera
6703;Mao;Commersonia;bartramia
6673;Coccothrinax barbadensis;Coccothrinax;barbadensis
8651;Anacahuita Texas Olive;Cordia;boissieri
6730;muneco;Cordia;borinquensis
6749;redgum;Corymbia;calophylla
6750;Corymbia citriodora;Corymbia;citriodora
6731;red manjack;Cordia;collococca
6658;uvilla;Coccoloba;costata
6681;coconut palm;Cocos;
6733;fragrant manjack;Cordia;dichotoma
7795;Kauai bottlebrush;Metrosideros;waialealae
863;tietongue, pigeon-plum;Coccoloba;diversifolia
