"tsn";"genus";"species";"en_com_name";"fr_com_name";"qc_code";"on_tree_code";"on_alpha_code";"us_code";"nb_code";"id_spe"
34320;"Jacaranda";"mimosifolia";"black poui";;;;;7482;;"34320-JAC-MIM"
34326;"Tecoma";"stans";"yellow trumpetbush";;;;;8743;;"34326-TEC-STA"
34332;"Crescentia";"cujete";"common calabash tree";;;;;6761;;"34332-CRE-CUJ"
34333;"Crescentia";"linearifolia";"higuerito";;;;;6762;;"34333-CRE-LIN"
34334;"Crescentia";"portoricensis";"higuero de sierra";;;;;6763;;"34334-CRE-POR"
34341;"Spathodea";;"spathodea";;;;;8645;;"34341-SPA-NA"
34342;"Spathodea";"campanulata";"African tuliptree";;;;;8644;;"34342-SPA-CAM"
34343;"Tabebuia";;"trumpet-tree";;;;;8718;;"34343-TAB-NA"
34344;"Tabebuia";"haemantha";"roble cimarron";;;;;8712;;"34344-TAB-HAE"
34345;"Tabebuia";"heterophylla";"white cedar";;;;;8713;;"34345-TAB-HET"
34346;"Tabebuia";"rigida";"roble de sierra";;;;;8715;;"34346-TAB-RIG"
34347;"Tabebuia";"schumanniana";"roble colorado";;;;;8717;;"34347-TAB-SCH"
34625;"Clermontia";;"clermontia";;;;;6628;;"34625-CLE-NA"
34626;"Clermontia";"arborescens";"oha wai nui";;;;;6597;;"34626-CLE-ARB"
34629;"Clermontia";"clermontioides";"Kauai clermontia";;;;;6601;;"34629-CLE-CLE"
34634;"Clermontia";"drepanomorpha";"Kohala Mountain clermontia";;;;;6604;;"34634-CLE-DRE"
34638;"Clermontia";"grandiflora";"bog clermontia";;;;;6606;;"34638-CLE-GRA"
34641;"Clermontia";"hawaiiensis";"oha kepau";;;;;6610;;"34641-CLE-HAW"
34643;"Clermontia";"kakeana";"forest clermontia";;;;;6611;;"34643-CLE-KAK"
34644;"Clermontia";"kohalae";"Waipio Valley clermontia";;;;;6612;;"34644-CLE-KOH"
34647;"Clermontia";"lindseyana";"hillside clermontia";;;;;6613;;"34647-CLE-LIN"
34649;"Clermontia";"micrantha";"Maui clermontia";;;;;6614;;"34649-CLE-MIC"
34651;"Clermontia";"montis-loa";"Mauna Loa clermontia";;;;;6615;;"34651-CLE-MON"
34654;"Clermontia";"oblongifolia";"Oahu clermontia";;;;;6616;;"34654-CLE-OBL"
34655;"Clermontia";"pallida";"Wailai Pali clermontia";;;;;6620;;"34655-CLE-PAL"
34657;"Clermontia";"parviflora";"smallflower clermontia";;;;;6621;;"34657-CLE-PAR"
34658;"Clermontia";"peleana";"pele clermontia";;;;;6622;;"34658-CLE-PEL"
34659;"Clermontia";"persicifolia";"Waioiani clermontia";;;;;6625;;"34659-CLE-PER"
34660;"Clermontia";"pyrularia";"Hamakua clermontia";;;;;6626;;"34660-CLE-PYR"
34667;"Clermontia";"tuberculata";"Haleakala clermontia";;;;;6629;;"34667-CLE-TUB"
34669;"Clermontia";"waimeae";"swampforest clermontia";;;;;6630;;"34669-CLE-WAI"
34672;"Cyanea";"aculeatiflora";"Haleakala cyanea";;;;;6800;;"34672-CYA-ACU"
34675;"Cyanea";"arborea";"palmtree cyanea";;;;;6801;;"34675-CYA-ARB"
34697;"Cyanea";"fissa";"Kauai cyanea";;;;;6802;;"34697-CYA-FIS"
34698;"Cyanea";"floribunda";"Degeners cyanea";;;;;6805;;"34698-CYA-FLO"
34701;"Cyanea";"giffardii";"Kilauea Mauna cyanea";;;;;6806;;"34701-CYA-GIF"
34704;"Cyanea";"hamatiflora";"wetforest cyanea";;;;;6807;;"34704-CYA-HAM"
34707;"Cyanea";"horrida";"prickly cyanea";;;;;6811;;"34707-CYA-HOR"
34709;"Cyanea";"kunthiana";"Kunths cyanea";;;;;6813;;"34709-CYA-KUN"
34711;"Cyanea";"leptostegia";"giant kokee cyanea";;;;;6814;;"34711-CYA-LEP"
34716;"Cyanea";"macrostegia";"purple cyanea";;;;;6815;;"34716-CYA-MAC"
34720;"Cyanea";"marksii";"Marks cyanea";;;;;6818;;"34720-CYA-MAR"
34729;"Cyanea";"pilosa";"hairy cyanea";;;;;6819;;"34729-CYA-PIL"
34732;"Cyanea";"procera";"Molokai cyanea";;;;;6823;;"34732-CYA-PRO"
34735;"Cyanea";"pycnocarpa";"manyfruit cyanea";;;;;6824;;"34735-CYA-PYC"
34736;"Cyanea";"quercifolia";"oakleaf cyanea";;;;;6825;;"34736-CYA-QUE"
34740;"Cyanea";"rivularis";"plateau delissea";;;;;6826;;"34740-CYA-RIV"
34746;"Cyanea";"solenocalyx";"pua kala";;;;;6827;;"34746-CYA-SOL"
34748;"Cyanea";"stictophylla";"Kaiholena cyanea";;;;;6829;;"34748-CYA-STI"
34750;"Cyanea";"superba";"Mt. Kaala cyanea";;;;;6830;;"34750-CYA-SUP"
34752;"Cyanea";"tritomantha";"aku aku";;;;;6833;;"34752-CYA-TRI"
34756;"Delissea";;"delissea";;;;;6881;;"34756-DEL-NA"
34758;"Delissea";"fallax";"Hawaii delissea";;;;;6875;;"34758-DEL-FAL"
34759;"Delissea";"laciniata";"cutleaf delissea";;;;;6876;;"34759-DEL-LAC"
34760;"Delissea";"niihauensis";"Niihau delissea";;;;;6877;;"34760-DEL-NII"
34761;"Delissea";"parviflora";"smallflower delissea";;;;;6880;;"34761-DEL-PAR"
34765;"Delissea";"undulata";"leechleaf delissea";;;;;6882;;"34765-DEL-UND"
34769;"Scaevola";;"naupaka";;;;;8552;;"34769-SCA-NA"
34772;"Scaevola";"chamissoniana";"naupaka kuahiwi";;;;;8549;;"34772-SCA-CHA"
34774;"Scaevola";"gaudichaudiana";"mountain naupaka";;;;;8550;;"34774-SCA-GAU"
34780;"Scaevola";"procera";"forest naupaka";;;;;8551;;"34780-SCA-PRO"
34782;"Scaevola";"taccada";"Toitoi";;;;;8560;;"34782-SCA-TAC"
34961;"Coprosma";;"mirrorplant";;;;;6724;;"34961-COP-NA"
34967;"Coprosma";"foliosa";"forest mirrorplant";;;;;6716;;"34967-COP-FOL"
34968;"Coprosma";"kauensis";"koi";;;;;6717;;"34968-COP-KAU"
34969;"Coprosma";"longifolia";"Oahu mirrorplant";;;;;6718;;"34969-COP-LON"
34972;"Coprosma";"montana";"alpine mirrorplant";;;;;6719;;"34972-COP-MON"
34973;"Coprosma";"ochracea";"Maui mirrorplant";;;;;6720;;"34973-COP-OCH"
34974;"Coprosma";"pubens";"pubescent mirrorplant";;;;;6721;;"34974-COP-PUB"
34975;"Coprosma";"rhynchocarpa";"woodland mirrorplant";;;;;6722;;"34975-COP-RHY"
34980;"Coprosma";"waimeae";"olena";;;;;6726;;"34980-COP-WAI"
34985;"Erithalis";"fruticosa";"blacktorch";;;;;7000;;"34985-ERI-FRU"
34990;"Exostema";"caribaeum";"Caribbean princewood";;;;;7135;;"34990-EXO-CAR"
34991;"Exostema";"ellipticum";"plateado";;;;;7136;;"34991-EXO-ELL"
34992;"Exostema";"sanctae-luciae";"Exostema sanctae-luciae";;;;;7137;;"34992-EXO-SAN"
34995;"Genipa";"americana";"jagua";;;;;7235;;"34995-GEN-AME"
34997;"Guettarda";"elliptica";"hammock velvetseed";;;;;7299;;"34997-GUE-ELL"
34998;"Guettarda";"scabra";"wild guave";;;;;7306;;"34998-GUE-SCA"
34999;"Guettarda";"krugii";"frogwood";;;;;7300;;"34999-GUE-KRU"
35000;"Guettarda";"odorata";"cucubano de vieques";;;;;7302;;"35000-GUE-ODO"
35001;"Guettarda";"ovalifolia";"cucubano";;;;;7303;;"35001-GUE-OVA"
35002;"Guettarda";"pungens";"roseta";;;;;7305;;"35002-GUE-PUN"
35003;"Guettarda";"valenzuelana";"cucubano de monte";;;;;7309;;"35003-GUE-VAL"
35005;"Hamelia";"patens";"scarletbush";;;;;7330;;"35005-HAM-PAT"
35007;"Hedyotis";;"starviolet";;;;;7345;;"35007-HED-NA"
35070;"Morinda";;"morinda";;;;;7852;;"35070-MOR-NA"
35071;"Morinda";"citrifolia";"Indian mulberry";;;;;7849;;"35071-MOR-CIT"
35074;"Morinda";"trimera";"noni kuahiwi";;;;;7853;;"35074-MOR-TRI"
35090;"Psychotria";;"wild coffee";;;;;8400;;"35090-PSY-NA"
35097;"Psychotria";"fauriei";"Koolau Range wild coffee";;;;;8365;;"35097-PSY-FAU"
35098;"Psychotria";"grandiflora";"largeflower wild coffee";;;;;8366;;"35098-PSY-GRA"
35099;"Psychotria";"hathewayi";"Waianae Range wild coffee";;;;;8370;;"35099-PSY-HAT"
35100;"Psychotria";"hawaiiensis";"kopikoula";;;;;8373;;"35100-PSY-HAW"
35101;"Psychotria";"hexandra";"woodland wild coffee";;;;;8377;;"35101-PSY-HEX"
35104;"Psychotria";"hobdyi";"milolii kopiwai";;;;;8386;;"35104-PSY-HOB"
35105;"Psychotria";"insularum";"matalafi";;;;;8387;;"35105-PSY-INS"
35106;"Psychotria";"kaduana";"kopiko kea";;;;;8388;;"35106-PSY-KAD"
35108;"Psychotria";"mariniana";"forest wild coffee";;;;;8392;;"35108-PSY-MAR"
35109;"Psychotria";"mauiensis";"opiko";;;;;8393;;"35109-PSY-MAU"
35112;"Psychotria";"wawrae";"leatherleaf wild coffee";;;;;8401;;"35112-PSY-WAW"
35114;"Psychotria";"brachiata";"palo de cachimbo";;;;;8362;;"35114-PSY-BRA"
35117;"Psychotria";"grandis";"cachimbo grande";;;;;8367;;"35117-PSY-GRA"
35123;"Psychotria";"maleolens";"cachimbo de gato";;;;;8389;;"35123-PSY-MAL"
35124;"Psychotria";"maricaensis";"cachimbo de maricao";;;;;8391;;"35124-PSY-MAR"
35126;"Psychotria";"pubescens";"hairy wild coffee";;;;;8397;;"35126-PSY-PUB"
35131;"Randia";"aculeata";"white indigoberry";;;;;8425;;"35131-RAN-ACU"
35153;"Bobea";;"ahakea";;;;;6245;;"35153-BOB-NA"
35154;"Bobea";"elatior";"ahakea lau nui";;;;;6243;;"35154-BOB-ELA"
35157;"Bobea";"sandwicensis";"Hawaii dogweed";;;;;6244;;"35157-BOB-SAN"
35158;"Bobea";"timonioides";"ahakea";;;;;6246;;"35158-BOB-TIM"
35159;"Gardenia";;"gardenia";;;;;7227;;"35159-GAR-NA"
35160;"Gardenia";"brighamii";"forest gardenia";;;;;7224;;"35160-GAR-BRI"
35161;"Gardenia";"mannii";"Oahu gardenia";;;;;7225;;"35161-GAR-MAN"
35162;"Gardenia";"remyi";"Remys gardenia";;;;;7226;;"35162-GAR-REM"
35186;"Chione";"venosa";"fatpork";;;;;6528;;"35186-CHI-VEN"
35189;"Coffea";;"coffee";;;;;6687;;"35189-COF-NA"
35190;"Coffea";"arabica";"Arabian coffee";;;;;6684;;"35190-COF-ARA"
35192;"Faramea";"occidentalis";"false coffee";;;;;7146;;"35192-FAR-OCC"
35201;"Ixora";"ferrea";"palo de hierro";;;;;7479;;"35201-IXO-FER"
35207;"Machaonia";"portoricensis";"Puerto Rico alfilerillo";;;;;7630;;"35207-MAC-POR"
35211;"Palicourea";"alpina";"tafetan";;;;;8045;;"35211-PAL-ALP"
35212;"Palicourea";"crocea";"red cappel";;;;;8047;;"35212-PAL-CRO"
35214;"Palicourea";"guianensis";"showy cappel";;;;;8051;;"35214-PAL-GUI"
35218;"Phialanthus";"grandifolius";"aquilon prieto";;;;;8143;;"35218-PHI-GRA"
35219;"Phialanthus";"myrtilloides";"candlewood";;;;;8144;;"35219-PHI-MYR"
35222;"Rondeletia";"inermis";"cordobancillo";;;;;8483;;"35222-RON-INE"
35223;"Rondeletia";"pilosa";"cordobancillo peludo";;;;;8484;;"35223-RON-PIL"
35224;"Rondeletia";"portoricensis";"Juan Tomas";;;;;8485;;"35224-RON-POR"
35261;"Viburnum";"edule";;"Viorne comestible";"VIE";;;;;"35261-VIB-EDU"
35265;"Viburnum";"lantanoides";;"Viorne à feuilles d'aulne";"VIL";;;;;"35265-VIB-LAN"
35270;"Viburnum";"opulus";;"Viorne trilobée";"VIT";;;;;"35270-VIB-OPU"
35282;"Lonicera";"canadensis";;"Chèvrefeuille du Canada";"LON";;;;;"35282-LON-CAN"
35294;"Lonicera";"hirsuta";;"Chèvrefeuille hirsute";"LOH";;;;;"35294-LON-HIR"
35310;"Diervilla";"lonicera";;"Dièréville chèvrefeuille";"DIE";;;;;"35310-DIE-LON"
35315;"Sambucus";;"raintree";;;;;8510;;"35315-SAM-NA"
35324;"Sambucus";"nigra";"common elderberry";;;;;8509;;"35324-SAM-NIG"
35326;"Sambucus";"racemosa";;"Sureau pubescent";"SAP";;;;;"35326-SAM-RAC"
37101;"Clibadium";"erosum";"jackass breadnut";;;;;6639;;"37101-CLI-ERO"
38733;"Dubautia";;"dubautia";;;;;6958;;"38733-DUB-NA"
38734;"Dubautia";"arborea";"Mauna Kea dubautia";;;;;6947;;"38734-DUB-ARB"
38751;"Dubautia";"microcephala";"Kauai dubautia";;;;;6952;;"38751-DUB-MIC"
38756;"Dubautia";"plantaginea";"plantainleaf dubautia";;;;;6953;;"38756-DUB-PLA"
38759;"Dubautia";"reticulata";"netvein dubautia";;;;;6957;;"38759-DUB-RET"
38771;"Hesperomannia";;"island-aster";;;;;7373;;"38771-HES-NA"
38772;"Hesperomannia";"arborescens";"Lanai island-aster";;;;;7370;;"38772-HES-ARB"
38776;"Hesperomannia";"arbuscula";"Maui island-aster";;;;;7371;;"38776-HES-ARB"
38779;"Hesperomannia";"lydgatei";"Kauai island-aster";;;;;7372;;"38779-HES-LYD"
38814;"Montanoa";;"montanoa";;;;;7842;;"38814-MON-NA"
38815;"Montanoa";"hibiscifolia";"treedaisy";;;;;7841;;"38815-MON-HIB"
38847;"Critonia";"portoricensis";"Critonia portoricensis";;;;;6765;;"38847-CRI-POR"
38874;"Koanophyllon";"polyodon";"Koanophyllon polyodon";;;;;7508;;"38874-KOA-POL"
42388;"Musa";;"meia";;;;;7876;;"42388-MUS-NA"
42434;"Acoelorraphe";"wrightii";"Everglades palm, paurotis-palm";;;;;906;;"42434-ACO-WRI"
42442;"Calyptronoma";"rivalis";"Puerto Rico manac";;;;;6360;;"42442-CAL-RIV"
42448;"Coccothrinax";"argentata";"Florida silver palm";;;;;907;;"42448-COC-ARG"
42450;"Cocos";;"coconut palm";;;;;6681;;"42450-COC-NA"
42451;"Cocos";"nucifera";"coconut palm";;;;;908;;"42451-COC-NUC"
42454;"Gaussia";"attenuata";"llume";;;;;7231;;"42454-GAU-ATT"
42457;"Phoenix";;"date palm";;;;;8153;;"42457-PHO-NA"
42458;"Phoenix";"dactylifera";"date palm";;;;;8152;;"42458-PHO-DAC"
42461;"Pritchardia";;"pritchardia";;;;;8337;;"42461-PRI-NA"
42463;"Pritchardia";"arecina";"Maui pritchardia";;;;;8316;;"42463-PRI-ARE"
42465;"Pritchardia";"beccariana";"Kilauea pritchardia";;;;;8317;;"42465-PRI-BEC"
42471;"Pritchardia";"forbesiana";"Mt. Eke pritchardia";;;;;8318;;"42471-PRI-FOR"
42474;"Pritchardia";"hardyi";"Makaleha pritchardia";;;;;8319;;"42474-PRI-HAR"
42475;"Pritchardia";"hillebrandii";"loulu lelo";;;;;8320;;"42475-PRI-HIL"
42477;"Pritchardia";"kaalae";"Waianae Range pritchardia";;;;;8321;;"42477-PRI-KAA"
42481;"Pritchardia";"lanigera";"loulu";;;;;8323;;"42481-PRI-LAN"
42482;"Pritchardia";"lowreyana";"Molokai pritchardia";;;;;8325;;"42482-PRI-LOW"
42485;"Pritchardia";"martii";"Koolau Range pritchardia";;;;;8326;;"42485-PRI-MAR"
42487;"Pritchardia";"minor";"Alakai Swamp pritchardia";;;;;8327;;"42487-PRI-MIN"
42489;"Pritchardia";"munroi";"Kamalo pritchardia";;;;;8328;;"42489-PRI-MUN"
42490;"Pritchardia";"remota";"Nihoa pritchardia";;;;;8331;;"42490-PRI-REM"
42492;"Pritchardia";"viscosa";"stickybud pritchardia";;;;;8338;;"42492-PRI-VIS"
42495;"Pseudophoenix";"sargentii";"Florida cherry palm";;;;;8353;;"42495-PSE-SAR"
42498;"Roystonea";;"royal palm";;;;;909;;"42498-ROY-NA"
42499;"Roystonea";"borinquena";"Puerto Rico royal palm";;;;;8489;;"42499-ROY-BOR"
42504;"Sabal";"mexicana";"Mexican palmetto";;;;;911;;"42504-SAB-MEX"
42506;"Sabal";"palmetto";"cabbage palmetto";;;;;912;;"42506-SAB-PAL"
42510;"Thrinax";"morrisii";"key thatch palm";;;;;913;;"42510-THR-MOR"
42512;"Thrinax";"radiata";"Florida thatch palm";;;;;914;;"42512-THR-RAD"
43143;"Yucca";"gloriosa";"moundlily yucca";;;;;8918;;"43143-YUC-GLO"
43182;"Cordyline";;"cordyline";;;;;6745;;"43182-COR-NA"
43183;"Cordyline";"fruticosa";"tiplant";;;;;6744;;"43183-COR-FRU"
173987;"Ponapea";;"Ponapea";;;;;8294;;"173987-PON-NA"
181824;"Abies";"amabilis";"Pacific silver fir";;;;;11;;"181824-ABI-AMA"
181825;"Abies";"bracteata";"Santa Lucia or bristlecone fir";;;;;14;;"181825-ABI-BRA"
181826;"Abies";"concolor";"white fir";;;;;15;;"181826-ABI-CON"
181829;"Abies";"fraseri";"Fraser fir";;;;;16;;"181829-ABI-FRA"
181830;"Abies";"lasiocarpa";"subalpine fir";;;;;19;;"181830-ABI-LAS"
181834;"Abies";"magnifica";"California red fir";;;;;20;;"181834-ABI-MAG"
181835;"Abies";"procera";"noble fir";;;;;22;;"181835-ABI-PRO"
181839;"Cananga";"odorata";"ilang-ilang";;;;;6370;;"181839-CAN-ODO"
181892;"Alnus";"viridis";;"Aulne crispé";"AUC";;;;;"181892-ALN-VIR"
182079;"Acacia";"koa";"koa";;;;;6006;;"182079-ACA-KOA"
182080;"Acacia";"koaia";"koaoha";;;;;6007;;"182080-ACA-KOA"
182081;"Acacia";"mearnsii";"black wattle";;;;;6010;;"182081-ACA-MEA"
182087;"Acacia";"parramattensis";"South Wales wattle";;;;;6014;;"182087-ACA-PAR"
182088;"Acacia";"polyacantha";"Acacia polyacantha";;;;;6015;;"182088-ACA-POL"
182096;"Acacia";"auriculiformis";"auri";;;;;6003;;"182096-ACA-AUR"
182097;"Acacia";"confusa";"small Philippine acacia";;;;;6004;;"182097-ACA-CON"
182117;"Allophylus";"racemosus";"palo de caja";;;;;6082;;"182117-ALL-RAC"
182135;"Acer";"nigrum";"Black maple (hard) ;black maple";"Érable noir";"ERN";94;"Mb";314;;"182135-ACE-NIG"
182142;"Spondias";"dulcis";"Spondias dulcis";;;;;8649;;"182142-SPO-DUL"
182287;"Tabebuia";"rosea";"pink trumpet-tree";;;;;8716;;"182287-TAB-ROS"
182560;"Acrocomia";"media";"grugru palm";;;;;6023;;"182560-ACR-MED"
183257;"Cycas";;"Cycas";;;;;6854;;"183257-CYC-NA"
183258;"Cycas";"revoluta";"remiang";;;;;6853;;"183258-CYC-REV"
183259;"Cycas";"circinalis";"queen sago";;;;;6852;;"183259-CYC-CIR"
183269;"Ginkgo";"biloba";"ginkgo, maidenhair tree";;;;;561;;"183269-GIN-BIL"
183284;"Abies";"grandis";"grand fir";;;;;17;;"183284-ABI-GRA"
183289;"Picea";"abies";"Norway spruce ;Norway spruce";"Épinette de Norvège";"EPO";15;"Sn";91;;"183289-PIC-ABI"
183290;"Picea";"breweriana";"Brewer spruce";;;;;92;;"183290-PIC-BRE"
183291;"Picea";"engelmannii";"Engelmann spruce";;;;;93;;"183291-PIC-ENG"
183295;"Picea";"glauca";"White spruce ;white spruce";"Épinette blanche";"EPB";12;"Sw";94;2;"183295-PIC-GLA"
183302;"Picea";"mariana";"Black spruce ;black spruce";"Épinette noire";"EPN";13;"Sb";95;1;"183302-PIC-MAR"
183307;"Picea";"pungens";"blue spruce";;;;;96;;"183307-PIC-PUN"
183309;"Picea";"sitchensis";"Sitka spruce";;;;;98;;"183309-PIC-SIT"
183311;"Pinus";"albicaulis";"whitebark pine";;;;;101;;"183311-PIN-ALB"
183313;"Pinus";"aristata";"Rocky Mountain bristlecone pine";;;;;102;;"183313-PIN-ARI"
183315;"Pinus";"attenuata";"knobcone pine";;;;;103;;"183315-PIN-ATT"
183316;"Pinus";"balfouriana";"foxtail pine";;;;;104;;"183316-PIN-BAL"
183319;"Pinus";"banksiana";"jack pine";"Pin gris";"PIG";;;105;;"183319-PIN-BAN"
183321;"Pinus";"cembroides";"Mexican pinyon pine";;;;;140;;"183321-PIN-CEM"
183324;"Pinus";"clausa";"sand pine";;;;;107;;"183324-PIN-CLA"
183327;"Pinus";"contorta";"lodgepole pine";;;;;108;;"183327-PIN-CON"
183333;"Pinus";"coulteri";"Coulter pine";;;;;109;;"183333-PIN-COU"
183334;"Pinus";"discolor";"border pinyon";;;;;134;;"183334-PIN-DIS"
183335;"Pinus";"echinata";"shortleaf pine";;;;;110;;"183335-PIN-ECH"
183336;"Pinus";"edulis";"common or two-needle pinyon";;;;;106;;"183336-PIN-EDU"
183339;"Pinus";"engelmannii";"Apache pine";;;;;112;;"183339-PIN-ENG"
183342;"Pinus";"glabra";"spruce pine";;;;;115;;"183342-PIN-GLA"
183343;"Pinus";"flexilis";"limber pine";;;;;113;;"183343-PIN-FLE"
183345;"Pinus";"jeffreyi";"Jeffrey pine";;;;;116;;"183345-PIN-JEF"
183347;"Pinus";"lambertiana";"sugar pine";;;;;117;;"183347-PIN-LAM"
183348;"Pinus";"leiophylla";"Chihuahua pine";;;;;118;;"183348-PIN-LEI"
183352;"Pinus";"longaeva";"Great Basin bristlecone pine";;;;;142;;"183352-PIN-LON"
183353;"Pinus";"monophylla";"singleleaf pinyon";;;;;133;;"183353-PIN-MON"
183356;"Pinus";"monticola";"western white pine";;;;;119;;"183356-PIN-MON"
183359;"Pinus";"muricata";"bishop pine";;;;;120;;"183359-PIN-MUR"
183364;"Pinus";"nigra";"Austrian pine ;Austrian pine";;;6;"Pa";136;;"183364-PIN-NIG"
183365;"Pinus";"ponderosa";"ponderosa pine";;;;;122;;"183365-PIN-PON"
183369;"Pinus";"pungens";"Table Mountain pine";;;;;123;;"183369-PIN-PUN"
183370;"Pinus";"quadrifolia";"four-leaf or Parry pinyon pine";;;;;138;;"183370-PIN-QUA"
183372;"Pinus";"radiata";"Monterey pine";;;;;124;;"183372-PIN-RAD"
183374;"Pinus";"remota";"Papershell pinyon pine";;;;;141;;"183374-PIN-REM"
183375;"Pinus";"resinosa";"Red pine ;red pine";"Pin rouge";"PIR";2;"Pr";125;8;"183375-PIN-RES"
183376;"Pinus";"rigida";"Pitch pine ;pitch pine";"Pin rigide";"PID";5;"Pp";126;;"183376-PIN-RIG"
183377;"Pinus";"sabiniana";"gray or California foothill pine";;;;;127;;"183377-PIN-SAB"
183378;"Pinus";"serotina";"pond pine";;;;;128;;"183378-PIN-SER"
183380;"Pinus";"strobiformis";"southwestern white pine";;;;;114;;"183380-PIN-STR"
183385;"Pinus";"strobus";"Eastern white pine ;eastern white pine";"Pin blanc";"PIB";1;"Pw";129;6;"183385-PIN-STR"
183389;"Pinus";"sylvestris";"Scots pine ;Scotch pine";"Pin sylvestre";"PIS";4;"Ps";130;;"183389-PIN-SYL"
183391;"Pinus";"torreyana";"Torrey pine";;;;;139;;"183391-PIN-TOR"
183394;"Pinus";"virginiana";"Virginia pine";;;;;132;;"183394-PIN-VIR"
183396;"Tsuga";;"hemlock";;;;;260;;"183396-TSU-NA"
183397;"Tsuga";"canadensis";"Eastern hemlock ;eastern hemlock";"Pruche de l'Est";"PRU";19;"He";261;10;"183397-TSU-CAN"
183399;"Tsuga";"caroliniana";"Carolina hemlock";;;;;262;;"183399-TSU-CAR"
183400;"Tsuga";"heterophylla";"western hemlock";;;;;263;;"183400-TSU-HET"
183402;"Tsuga";"mertensiana";"mountain hemlock";;;;;264;;"183402-TSU-MER"
183409;"Larix";;"larch";"Mélèze hybride";"MEH";;;70;;"183409-LAR-NA"
183410;"Larix";"decidua";"European larch";"Mélèze européen";"MEU";26;"Le";;;"183410-LAR-DEC"
183412;"Larix";"laricina";"Tamarack ;tamarack (native)";"Mélèze laricin";"MEL";25;"La";71;11;"183412-LAR-LAR"
183416;"Larix";"lyallii";"subalpine larch";;;;;72;;"183416-LAR-LYA"
183417;"Larix";"occidentalis";"western larch";;;;;73;;"183417-LAR-OCC"
183418;"Pseudotsuga";;"Douglas-fir";;;;;200;;"183418-PSE-NA"
183421;"Pseudotsuga";"macrocarpa";"bigcone Douglas-fir";;;;;201;;"183421-PSE-MAC"
183424;"Pseudotsuga";"menziesii";"Douglas-fir";;;;;202;;"183424-PSE-MEN"
183432;"Taxodium";"mucronatum";"Montezuma baldcypress";;;;;223;;"183432-TAX-MUC"
183435;"Sequoia";"sempervirens";"redwood";;;;;211;;"183435-SEQ-SEM"
183438;"Sequoiadendron";"giganteum";"giant sequoia";;;;;212;;"183438-SEQ-GIG"
183445;"Platycladus";"orientalis";"Oriental arborvitae";;;;;8249;;"183445-PLA-ORI"
183453;"Chamaecyparis";"lawsoniana";"Port-Orford-cedar";;;;;41;;"183453-CHA-LAW"
183455;"Cupressus";;"cypress";;;;;50;;"183455-CUP-NA"
183456;"Cupressus";"sempervirens";"Italian cypress";;;;;6796;;"183456-CUP-SEM"
183481;"Araucaria";;"Araucaria";;;;;6158;;"183481-ARA-NA"
183483;"Araucaria";"heterophylla";"Norfolk Island pine";;;;;6157;;"183483-ARA-HET"
183487;"Agathis";"australis";"kauri";;;;;6036;;"183487-AGA-AUS"
183489;"Podocarpus";"coriaceus";"yucca plum pine";;;;;8273;;"183489-POD-COR"
183503;"Gnetum";"gnemon";"Gnetum gnemon";;;;;7254;;"183503-GNE-GNE"
183534;"Betula";"minor";;"Bouleau mineur";"BEM";;;;;"183534-BET-MIN"
183543;"Betula";"pubescens";"Hairy birch;swamp birch";;;121;"";;;"183543-BET-PUB"
183548;"Betula";"x utahensis";"northwestern paper birch";;;;;378;;"183548-BET-X U"
183615;"Ardisia";"elliptica";"shoebutton";;;;;6161;;"183615-ARD-ELL"
183646;"Albizia";"adinocephala";"cream albizia";;;;;6055;;"183646-ALB-ADI"
183647;"Albizia";"carbonaria";"naked albizia";;;;;6056;;"183647-ALB-CAR"
183648;"Albizia";"chinensis";"Chinese albizia";;;;;6057;;"183648-ALB-CHI"
183650;"Albizia";"procera";"tall albizia";;;;;6060;;"183650-ALB-PRO"
183712;"Byrsonima";"wadsworthii";"almendrillo";;;;;6315;;"183712-BYR-WAD"
184019;"Angiopteris";"evecta";"dermarm";;;;;6118;;"184019-ANG-EVE"
184077;"Cyathea";"tenera";"helecho gigante";;;;;6848;;"184077-CYA-TEN"
184181;"Artocarpus";"altilis";"breadfruit";;;;;6171;;"184181-ART-ALT"
184183;"Artocarpus";"heterophyllus";"Artocarpus heterophyllus";;;;;6173;;"184183-ART-HET"
184548;"Arbutus";"xalapensis";"Texas madrone";;;;;363;;"184548-ARB-XAL"
184685;"Alchorneopsis";"floribunda";"palo de gallina";;;;;6066;;"184685-ALC-FLO"
184801;"Alstonia";;"alstonia";;;;;6097;;"184801-ALS-NA"
184802;"Alstonia";"macrophylla";"deviltree";;;;;6095;;"184802-ALS-MAC"
185355;"Archontophoenix";"alexandrae";"Alexandra palm";;;;;6159;;"185355-ARC-ALE"
192300;"Banara";"portoricensis";"Puerto Rico palo de ramon";;;;;6217;;"192300-BAN-POR"
192879;"Bauhinia";"monandra";"Napoleon's plume";;;;;6226;;"192879-BAU-MON"
192880;"Bauhinia";"multinervia";"petite flamboyant bauhinia";;;;;6227;;"192880-BAU-MUL"
192881;"Bauhinia";"pauletia";"railroadfence";;;;;6228;;"192881-BAU-PAU"
192883;"Bauhinia";"tomentosa";"St. Thomas tree";;;;;6231;;"192883-BAU-TOM"
193439;"Bambusa";;"bamboo";;;;;6215;;"193439-BAM-NA"
193444;"Bambusa";"vulgaris";"common bamboo";;;;;6216;;"193444-BAM-VUL"
